id_orden_municip,id_nodo_prbd,nomenclatura_redgto,nombre_nodo,tipo_nodo,ip_nodo,rango_nodo,clave,fecha_operacion_nodo,id_comunidad,comunidad,id_comunidad_inegi,id_municipio,municipio,longitud,latitud,clave_nodo,direccion,codigo_postal
42,271,REDGTO-COR-MO-00271,SABES Cañada de Caracheo,Escolar,10.0.101.118,"192,101,118",NE-COR-110110006-01,"2,024",2674,Cañada de Caracheo,110110006,1011,Cortazar,20.3755000,-100.9458000,11ETH0056J,"Calle Francisco I. Madero 169, Guadalupe, 38490, GUA, México",38490
328,272,REDGTO-YUR-MO-00272,SABES Loma de Zempoala,Escolar,10.0.101.110,"192,101,110",NE-YUR-110460029-01,"2,024",10994,Loma de Zempoala,110460029,1046,Yuriria,20.2953360,-101.0817580,11ETH0235V,"Calle S/Nom, Loma de Zempoala, 38486, GUA, México",38486
295,273,REDGTO-SIL-MO-00273,SABES Cándido Navarro,Escolar,10.0.101.134,"192,101,134",NE-SIL-110370004-01,"2,024",9485,La Aldea,110370004,1037,Silao de la Victoria,20.9018000,-101.4840000,11ETH0030B,"Jardin de Niños Gabriela Mistral, Calle Miguel Alemán, La Aldea, 36280 Silao, GUA, México",36280
48,274,REDGTO-GTO-MO-00274,SABES Santa Teresa (Guanajuato),Escolar,10.0.101.138,"192,101,138",NE-GTO-110150111-01,"2,024",3740,Santa Teresa,110150111,1015,Guanajuato,20.9552350,-101.3157280,11ETH0191O,"Avenida Juárez 5, 36260 Santa Teresa, GUA, México",36260
49,275,REDGTO-GTO-MO-00275,SABES Puentecillas,Escolar,10.0.101.136,"192,101,136",NE-GTO-110150091-01,"2,024",3723,Puentecillas,110150091,1015,Guanajuato,20.9360670,-101.2772430,11ETH0018G,"Bachillerato Sabes Puentecillas, Carretera a Puentecillas, Las Cabañas, 37631 Yerbabuena, GUA, México",37631
91,276,REDGTO-IRA-MO-00276,San Cristóbal,Publico,10.0.80.72,192.80.72,NP-IRA-110170138-01,"2,024",4062,San Cristóbal,110170138,1017,Irapuato,20.6561458,-101.4740220,2,"Calle Jacinto Ledezma Juárez, Rodriguez, 36800, GUA, México",36800
92,277,REDGTO-IRA-MO-00277,Cuarta Brigada,Publico,10.0.80.74,192.80.74,NP-IRA-110170081-01,2024,4018,Cuarta Brigada,110170081,1017,Irapuato,20.6201220,-101.2808990,2,"Calle Emiliano Zapata, Cuarta Brigada, 36844 Irapuato, GUA, México",36844
93,278,REDGTO-IRA-MO-00278,Guadalupe de Rivera,Publico,10.0.80.76,192.80.76,NP-IRA-110170093-01,2024,4028,Guadalupe de Rivera,110170093,1017,Irapuato,20.6069377,-101.4687583,2,"Calle S/Nom, Guadalupe De Rivera, 36835, GUA, México",36835
94,279,REDGTO-IRA-MO-00279,Santa Elena,Publico,10.0.80.78,192.80.78,NP-IRA-110170163-01,2024,4080,Santa Elena de la Cruz,110170163,1017,Irapuato,20.6150191,-101.3978189,2,"Calle 24 de Diciembre, Santa Elena, 36849 Irapuato, GUA, México",36849
95,280,REDGTO-IRA-MO-00280,La Soledad,Publico,10.0.80.80,192.80.80,NP-IRA-110170881-01,2024,4465,La Soledad,110170881,1017,Irapuato,20.6086944,-101.4157500,2,"Calle S/Nom, La Soledad, 36835 Irapuato, GUA, México",36835
96,281,REDGTO-IRA-MO-00281,El Carmen,Publico,10.0.80.82,192.80.82,NP-IRA-110170067-01,2024,4007,El Carmen,110170067,1017,Irapuato,20.6369953,-101.3695994,2,"Calle Pípila, La Zahurda, 36846 Irapuato, GUA, México",36846
97,282,REDGTO-IRA-MO-00282,Serrano,Publico,10.0.80.94,192.80.94,NP-IRA-110170167-01,2024,4084,Serrano,110170167,1017,Irapuato,20.7775502,-101.3951078,2,"Calle 20 de Noviembre, Serrano, 36814 Irapuato, GUA, México",36814
98,283,REDGTO-IRA-MO-00283,San Vicente,Publico,10.0.80.86,192.80.86,NP-IRA-110170165-01,2024,4082,San Vicente,110170165,1017,Irapuato,20.8279490,-101.3419109,2,"Calle Victoria, San Vicente, 36813, GUA, México",36813
99,284,REDGTO-IRA-MO-00284,Carrizalito,Publico,10.0.80.88,192.80.88,NP-IRA-110170069-01,2024,4009,El Carrizalito,110170069,1017,Irapuato,20.7026620,-101.3231509,2,"Calle S/Nom, Carrizalito, 36822 Irapuato, GUA, México",36822
100,286,REDGTO-IRA-MO-00286,San Javier,Publico,10.0.80.90,192.80.90,NP-IRA-110170146-01,2024,4068,San Javier,110170146,1017,Irapuato,20.6671680,-101.4293480,2,"Calle S/Nom, San Javier, 36804 Irapuato, GUA, México",36804
101,287,REDGTO-IRA-MO-00287,Ejido de Malvas,Publico,10.0.80.92,192.80.92,NP-IRA-110170101-01,2024,4033,Ejido de Malvas (La Argolla),110170101,1017,Irapuato,20.6917970,-101.2941950,2,"Calle Ocampo, Las Malvas, 36826 Irapuato, GUA, México",36826
102,288,REDGTO-IRA-MO-00288,El Garbanzo,Publico,10.0.80.84,192.80.84,NP-IRA-110170236-01,2024,4116,El Garbanzo,110170236,1017,Irapuato,20.7992741,-101.1750128,2,"Calle Durazno, El Garvanzo, 36816 Irapuato, GUA, México",36816
103,289,REDGTO-IRA-MO-00289,Tamahula,Publico,10.0.80.96,192.80.96,NP-IRA-110170217-01,2024,4110,Tamahula,110170217,1017,Irapuato,20.7019550,-101.5075630,2,"Calle Reforma, 36800, GUA, México",36800
104,290,REDGTO-IRA-MO-00290,Laguna Larga,Publico,10.0.80.98,192.80.98,NP-IRA-110170096-01,2024,4030,Laguna Larga,110170096,1017,Irapuato,20.5422593,-101.4845652,2,"Calle Lázaro Cárdenas, Laguna Larga, 36836, GUA, México",36836
29,291,REDGTO-COM-MO-00291,UVEG COM - Don Diego,Escolar,10.0.102.10,192.102.10,NE-COM-110090008-01,2024,2465,Don Diego,110090008,1009,Comonfort,20.6999700,-100.9033400,11ETK0204P,"Avenida Benito Juárez, Don Diego, 38224, GUA, México",38224
30,292,REDGTO-COM-MO-00292,UVEG COM - San Antonio de Corrales,Escolar,10.0.102.76,192.102.76,NE-COM-110090041-01,2024,2492,San Antonio de Corrales,110090041,1009,Comonfort,20.7457500,-100.9633900,11ETK0176J,"Calle Benito Juárez, San Antonio De Corrales, 38225, GUA, México",38225
31,293,REDGTO-COM-MO-00293,UVEG COM - Landín,Escolar,10.0.102.62,192.102.62,NE-COM-110090018-01,2024,2472,Landín,110090018,1009,Comonfort,20.7518900,-100.9080000,11ETK0306M,"Calle S/Nom, Landin, 38226, GUA, México",38226
32,294,REDGTO-COM-MO-00294,UVEG COM - Morales,Escolar,10.0.102.78,192.102.78,NE-COM-110090024-01,2024,2476,Morales,110090024,1009,Comonfort,20.7327900,-100.7213200,11ETK0205O,"Privada Luis Donaldo Colosio, Nueva, 38215, GUA, México",38215
43,295,REDGTO-COR-MO-00295,UVEG COR - La Mocha,Escolar,10.0.102.24,192.102.24,NE-COR-110110032-01,2024,2695,La Mocha,110110032,1011,Cortazar,20.4032900,-100.9994700,11ETK0181V,"Calle Revolución, La Mocha, 38493, GUA, México",38493
44,296,REDGTO-COR-MO-00296,UVEG COR - El Huizache,Escolar,10.0.102.26,192.102.26,NE-COR-110110022-01,2024,2687,El Huizache,110110022,1011,Cortazar,20.4204700,-100.9626500,11ETK0180W,"Calle Hidalgo 216, El Huizache, 38499, GUA, México",38499
45,297,REDGTO-COR-MO-00297,UVEG COR - Bellavista,Escolar,10.0.102.20,192.102.20,NE-COR-110110005-01,2024,2673,Bellavista,110110005,1011,Cortazar,20.4861400,-100.8979600,11ETK0039G,"Calle María Morales 1, Bellavista, 38497, GUA, México",38497
46,298,REDGTO-COR-MO-00298,UVEG COR - Caracheo,Escolar,10.0.102.28,192.102.28,NE-COR-110110007-01,2024,2675,Caracheo,110110007,1011,Cortazar,20.3990300,-100.9713200,11ETK0118T,"Calle Leona Vicario 106, Caracheo, 38499, GUA, México",38499
47,299,REDGTO-COR-MO-00299,UVEG COR - Parral,Escolar,10.0.102.30,192.102.30,NE-COR-110110035-01,2024,2698,Parra,110110035,1011,Cortazar,20.4543700,-101.0066400,11ETK0179G,"Calle S/Nom, Parra, 38495, GUA, México",38495
50,300,REDGTO-GTO-MO-00300,UVEG GTO - La Trinidad,Escolar,10.0.102.96,192.102.96,NE-GTO-110150120-01,2024,3749,La Trinidad,110150120,1015,Guanajuato,20.9087800,-101.2523700,11ETK0013Z,"Calle Lázaro, La Trinidad, 36264, GUA, México",36264
51,301,REDGTO-GTO-MO-00301,UVEG GTO - San José de Transito,Escolar,10.0.102.86,192.102.86,NE-GTO-110150105-01,2024,3734,San José de Tránsito,110150105,1015,Guanajuato,20.9300100,-101.3311000,11ETK0159T,"Calle S/Nom, San Jose De Transito, 36263 Guanajuato, GUA, México",36263
52,302,REDGTO-GTO-MO-00302,UVEG GTO - Santa Catarina de Cuevas (El Tinaco),Escolar,10.0.102.112,"192,102,112",NE-GTO-110150109-01,2024,3738,Santa Catarina de Cuevas (El Tinaco),110150109,1015,Guanajuato,20.9330500,-101.2996400,11ETK0320F,"Calle S/Nom, Santa Catarina De Cuevas, 36263 Santa Teresa, GUA, México",36263
53,303,REDGTO-GTO-MO-00303,UVEG GTO - Cañada de Bustos,Escolar,10.0.102.90,192.102.90,NE-GTO-110150031-01,"2,024",3674,Cañada de Bustos,110150031,1015,Guanajuato,20.9055900,-101.3092300,11ETK0157V,"Avenida del Seguro Social 3B, Cañada De Bustos, 36267, GUA, México",36267
54,304,REDGTO-GTO-MO-00304,UVEG GTO - Santa Teresa,Escolar,10.0.102.92,192.102.92,NE-GTO-110150111-02,2024,3740,Santa Teresa,110150111,1015,Guanajuato,20.9554000,-101.3188600,11ETK0321E,"Calle Guanajuato, 36260 Santa Teresa, GUA, México",36260
105,305,REDGTO-IRA-MO-00305,UVEG IRA - Cuarta Brigada,Escolar,10.0.102.66,192.102.66,NE-IRA-110170081-01,2024,4018,Cuarta Brigada,110170081,1017,Irapuato,20.6244500,-101.2799000,11ETK0341S,"Calle Emiliano Zapata, Cuarta Brigada, 36844 Irapuato, GUA, México",36844
106,306,REDGTO-IRA-MO-00306,UVEG IRA - Cuchicuato,Escolar,10.0.102.58,192.102.58,NE-IRA-110170082-01,2024,4019,Cuchicuato,110170082,1017,Irapuato,20.6606900,-101.4596400,11ETK0323C,"Calle Independencia 25, Cuchicuato, 36803, GUA, México",36803
107,307,REDGTO-IRA-MO-00307,UVEG IRA - Guadalupe de Rivera,Escolar,10.0.102.59,192.102.59,NE-IRA-110170093-01,2024,4028,Guadalupe de Rivera,110170093,1017,Irapuato,20.6074200,-101.4689200,11ETK0016W,"Calle Revolución, Guadalupe De Rivera, 36835, GUA, México",36835
108,308,REDGTO-IRA-MO-00308,UVEG IRA - San Antonio el Rico,Escolar,10.0.102.72,192.102.72,NE-IRA-110170137-01,2024,4061,San Antonio el Rico,110170137,1017,Irapuato,20.8216700,-101.3721700,11ETK0167B,"Calle S/Nom, San Antonio El Rico, 36813, GUA, México",36813
109,309,REDGTO-IRA-MO-00309,UVEG IRA - San Nicolas Temascatio,Escolar,10.0.102.70,192.102.70,NE-IRA-110170160-01,2024,4077,San Nicolás Temascatío,110170160,1017,Irapuato,20.7259700,-101.2514200,11ETK0324B,"Calle Ignacio Allende, San Nicolas Temascatio, 36825 Irapuato, GUA, México",36825
110,310,REDGTO-IRA-MO-00310,UVEG IRA - San Roque,Escolar,10.0.102.64,192.102.64,NE-IRA-110170161-02,2024,4078,San Roque,110170161,1017,Irapuato,20.6027500,-101.3447500,11ETK0336G,"Privada Manuel Doblado, Villas Del Rey, 36843 Irapuato, GUA, México",36843
111,311,REDGTO-IRA-MO-00311,UVEG IRA - Valencianita,Escolar,10.0.102.126,"192,102,126",NE-IRA-110170181-02,2024,4094,Valencianita,110170181,1017,Irapuato,20.7445800,-101.3007500,11ETK0337F,"Calle Aldama, Valencianita, 36824 Irapuato, GUA, México",36824
112,312,REDGTO-IRA-MO-00312,UVEG IRA - Santa Rosa Temascatío,Escolar,10.0.102.68,192.102.68,NE-IRA-110170164-01,"2,024",4081,Santa Rosa Temascatío (Santa Rosa de la Cruz),110170164,1017,Irapuato,20.7796100,-101.2513400,11ETK0017V,"Calle Hidalgo, Santa Rosa Temascatio, 36818, GUA, México",36818
122,313,REDGTO-JAR-MO-00313,UVEG JAR - San José del Cerrito de Camargo,Escolar,10.0.102.54,192.102.54,NE-JAR-110180004-01,2024,4542,San José del Cerrito de Camargo,110180004,1018,Jaral del Progreso,20.4197200,-101.0445400,11ETK0170P,"Calle Emiliano Zapata, San Jose Del Cerrito (Cerrito De Camargo), 38487, GUA, México",38487
123,314,REDGTO-JAR-MO-00314,UVEG JAR - El Molinito,Escolar,10.0.102.56,192.102.56,NE-JAR-110180014-01,2024,4550,El Molinito,110180014,1018,Jaral del Progreso,20.4273600,-101.0725100,11ETK0169Z,"Calle 16 de Septiembre, El Molinito, 38487, GUA, México",38487
291,315,REDGTO-JVR-MO-00315,UVEG JVR - Mesas De Acosta,Escolar,10.0.102.80,192.102.80,NE-JVR-110350033-01,2024,9267,Mesas de Acosta,110350033,1035,Santa Cruz de Juventino Rosas,20.7481700,-101.0762800,11ETK0098W,"Calle S/Nom, Mesas De Acosta, 38257, GUA, México",38257
147,316,REDGTO-LEO-MO-00316,UVEG LEO - San Francisco de Durán,Escolar,10.1.102.14,192.102.14,NE-LEO-110200429-01,2024,4881,San Francisco de Durán (San Agustín del Mirasol),110200429,1020,Leon,21.0086300,-101.6202100,11ETK0346N,"Carretera Los Ramírez-Santa Ana del Conde 419A, San Francisco De Duran, 37688, GUA, México",37688
148,317,REDGTO-LEO-MO-00317,UVEG LEO - Capellania de Loera,Escolar,10.1.102.6,192.102.6,NE-LEO-110200289-01,2024,4819,Capellanía de Loera,110200289,1020,Leon,21.0381100,-101.5949700,11ETK0212Y,"Calle Santa Cruz, Capellania De Loera, 37685 León, GUA, México",37685
149,318,REDGTO-LEO-MO-00318,UVEG LEO - El Resplandor,Escolar,10.1.102.8,192.102.8,NE-LEO-110200708-01,2024,4999,El Resplandor (El Chorro),110200708,1020,Leon,21.0000300,-101.6046800,11ETK0344P,"Calle El Rosal, El Resplandor (El Chorro), 37685, GUA, México",37685
150,319,REDGTO-LEO-MO-00319,UVEG LEO - Ramillete,Escolar,10.1.102.132,"192,102,134",NE-LEO-110200412-01,2024,4872,El Ramillete,110200412,1020,Leon,21.0395600,-101.7687800,11ETK0020I,"Carretera Leon-Santa Rosa-Ciudad Manuel Doblado, Ramillete, 37667 León, GUA, México",37667
151,320,REDGTO-LEO-MO-00320,UVEG LEO - San José del Resplandor,Escolar,10.1.102.100,10.1.102.100,NE-LEO-110200424-01,"2,024",4879,San José del Resplandor (El Capricho),110200424,1020,Leon,20.9986000,-101.6932000,11ETK0347M,"Privada Valdivia 101B, San Jose Del Resplandor, 37688, GUA, México",37688
152,321,REDGTO-LEO-MO-00321,UVEG LEO - Colonia Latinoamericana,Escolar,10.1.102.104,"192,102,104",NE-LEO-110201256-01,2024,5290,Colonia Latinoamericana,110201256,1020,Leon,21.0304800,-101.7050500,11ETK0343Q,"Calle Huayna Potosina 209A, Latinoamericana, 37660 León, GUA, México",37660
153,322,REDGTO-LEO-MO-00322,UVEG LEO - Rancho Nuevo de la Venta,Escolar,10.1.102.108,"192,102,108",NE-LEO-110200418-01,"2,024",4875,Rancho Nuevo de la Venta,110200418,1020,Leon,21.0723700,-101.7934700,11ETK0325A,"Calle S/Nom, 37664, GUA, México",37664
154,323,REDGTO-LEO-MO-00323,UVEG LEO - Plan de Ayala (Santa Rosa),Escolar,10.1.102.110,"192,102,110",NE-LEO-110200401-01,"2,024",4866,Plan de Ayala (Santa Rosa),110200401,1020,Leon,21.0698000,-101.7227500,11ETK0218S,"Calle San Ignacio de Antioquia 67B, 37438 León, GUA, México",37438
155,324,REDGTO-LEO-MO-00324,UVEG LEO - Santa Ana del Conde,Escolar,10.1.102.114,"192,102,114",NE-LEO-110200464-01,"2,024",4898,Álvaro Obregón (Santa Ana del Conde),110200464,1020,Leon,20.9643900,-101.5833700,11ETK0224C,"SABES Santa Ana Del Conde, A Leon, Alvaro Obregon, 37686, GUA, México",37686
156,325,REDGTO-LEO-MO-00325,UVEG LEO - Vaquerías,Escolar,10.1.102.118,"192,102,118",NE-LEO-11020049001,"2,024",4909,Vaquerías,110200490,1020,Leon,21.1596400,-101.3929400,11ETK0062H,"Calle Pozo Zarco, Vaquerias, 37650, GUA, México",37650
157,326,REDGTO-LEO-MO-00326,UVEG LEO - San Judas,Escolar,10.1.102.102,"192,102,102",NE-LEO-110200453-01,"2,024",4894,San Judas,110200453,1020,Leon,21.0008200,-101.7069900,11ETK0222E,"Calle S/Nom, San Judas, 37660, GUA, México",37660
160,327,REDGTO-PNV-MO-00327,UVEG PNV - Progreso de la Unión,Escolar,10.0.102.36,192.102.36,NE-PNV-110240010-01,"2,024",6295,Progreso de la Unión,110240010,1024,Pueblo Nuevo,20.5645600,-101.3671100,11ETK0004R,"Calle S/Nom, Progreso De La Union, 36893, GUA, México",36893
161,328,REDGTO-PNV-MO-00328,UVEG PNV - Yostiro (Yostiro de San Antonio),Escolar,10.0.102.38,192.102.38,NE-PNV-110240017-01,2024,6301,Yóstiro (Yóstiro de San Antonio),110240017,1024,Pueblo Nuevo,20.5590000,-101.3972800,11ETK0221F,"Calle Galeana 257, Congregacion De Yostiro (Yostiro De San Antonio), 36893, GUA, México",36893
162,329,REDGTO-ROM-MO-00329,UVEG ROM - El Escoplo,Escolar,10.0.102.122,"192,102,122",NE-ROM-110260015-01,2024,6503,El Escoplo,110260015,1026,Romita,20.9121800,-101.5153800,11ETK0223D,"TELESECUNDARIA NUM. 875, Camino a La Secundaria, El Escoplo, 36212, GUA, México",36212
203,330,REDGTO-SAL-MO-00330,UVEG SAL - Los Prietos,Escolar,10.0.102.4,192.102.4,NE-SAL-110270110-01,"2,024",6852,Los Prietos (El Cajón),110270110,1027,Salamanca,20.5746800,-101.2642600,11ETK0350Z,"Privada Libertad, Los Prietos, 36876 Salamanca, GUA, México",36876
204,331,REDGTO-SAL-MO-00331,UVEG SAL - Puerto de Valle,Escolar,10.0.102.32,192.102.32,NE-SAL-110270212-01,2024,6927,Puerto de Valle,110270212,1027,Salamanca,20.4879300,-101.1355500,11ETK0309J,"Avenida Padre Bernabé de J. Méndez M. 410, Puerto De Valle, 36886 Salamanca, GUA, México",36886
205,332,REDGTO-SAL-MO-00332,UVEG SAL - Doña Rosa (El Chicote),Escolar,10.0.102.48,192.102.48,NE-SAL-110270061-01,2024,6811,Doña Rosa (El Chicote),110270061,1027,Salamanca,20.6345700,-101.1800100,11ETK0070Q,"Calle Insurgentes, Ex - Doña Rosa (El Chicote), 36873 Salamanca, GUA, México",36873
206,333,REDGTO-SAL-MO-00333,UVEG SAL - San Vicente de Flores,Escolar,10.0.102.44,192.102.44,NE-SAL-110270232-01,2024,6937,San Vicente de Flores,110270232,1027,Salamanca,20.6204400,-101.2534100,11ETK0279F,"Calle S/Nom, San Vicente De Flores, 36875 Salamanca, GUA, México",36875
207,334,REDGTO-SAL-MO-00334,UVEG SAL - San Bernardo,Escolar,10.0.102.34,192.102.34,NE-SAL-110270124-01,2024,6865,San Bernardo,110270124,1027,Salamanca,20.4754700,-101.0953300,11ETK0284R,"Calle Lázaro Cárdenas 208A, San Bernardo, 36887 Salamanca, GUA, México",36887
217,335,REDGTO-SLV-MO-00335,UVEG SLV - La Luz,Escolar,10.0.102.124,"192,102,124",NE-SLV-110280029-01,2024,7229,La Luz,110280029,1028,Salvatierra,20.2909900,-100.9174700,11ETK0122F,"Calle Iturbide 2, La Luz, 38912, GUA, México",38912
218,336,REDGTO-SFP-MO-00336,UVEG SFP - Los Martínez,Escolar,10.1.102.116,"192,102,116",NE-SFP-110300137-01,"2,024",7672,Los Martínez,110300137,1030,San Felipe,21.2632500,-101.4028500,11ETK0245P,"Calle S/Nom, Los Martinez, 37620, GUA, México",37620
246,337,REDGTO-SMA-MO-00337,UVEG SMA - Pantoja,Escolar,10.0.102.12,192.102.12,NE-SMA-110030195-01,"2,024",771,Pantoja,110030195,1003,San Miguel de Allende,20.8714200,-100.7886700,11ETK0028A,"Calle S/Nom, Pantoja, 37897, GUA, México",37897
247,338,REDGTO-SMA-MO-00338,UVEG SMA - Jalpa,Escolar,10.0.102.120,"192,102,120",NE-SMA-110030128-01,2024,727,Jalpa,110030128,1003,San Miguel de Allende,20.7689700,-100.6116400,11ETK0131N,"Calle S/Nom, 37887 Jalpa, GUA, México",37887
248,339,REDGTO-SMA-MO-00339,UVEG SMA - Oaxaca,Escolar,10.0.102.94,192.102.94,NE-SMA-110030181-01,"2,024",760,Oaxaca,110030181,1003,San Miguel de Allende,20.9685200,-100.8164000,11ETK0271N,"Telesecundaria Rural de Banda, Bugambilia, Rancho Nuevo de Banda, 37893, GUA, México",37893
296,340,REDGTO-SIL-MO-00340,UVEG SIL - Medranos,Escolar,10.0.102.82,192.102.82,NE-SIL-110370058-01,2024,9521,Medranos,110370058,1037,Silao de la Victoria,20.8830300,-101.4339700,11ETK0029Z,"Calle Campestre, Medranos, 36285 Silao, GUA, México",36285
297,341,REDGTO-SIL-MO-00341,UVEG SIL - San José de Gracia,Escolar,10.0.102.84,192.102.84,NE-SIL-110370107-01,2024,9550,San José de Gracia,110370107,1037,Silao de la Victoria,20.8988400,-101.4449700,11ETK0361F,"Calle 19 de Marzo 22, San Jose De Gracia, 36285 Silao, GUA, México",36285
298,342,REDGTO-SIL-MO-00342,UVEG SIL - San Andres De La Baraña,Escolar,10.0.102.88,192.102.88,NE-SIL-110370096-01,2024,9544,San Andrés de la Baraña,110370096,1037,Silao de la Victoria,20.8799000,-101.3466100,11ETK0099V,"Calle 5 de Mayo, San Andres De La Baraña, 36298 Silao, GUA, México",36298
309,343,REDGTO-VDS-MO-00343,UVEG VDS - Cerro Prieto del Carmen,Escolar,10.0.102.42,192.102.42,NE-VDS-110420016-01,2024,10261,Cerro Prieto del Carmen,110420016,1042,Valle de Santiago,20.5215000,-101.3141500,11ETK0291A,"Calle Miguel Hidalgo, 36876 Valle de Santiago, GUA, México",36876
310,344,REDGTO-VDS-MO-00344,UVEG VDS - El Tambor,Escolar,10.0.102.40,192.102.40,NE-VDS-110420156-01,2024,10373,El Tambor,110420156,1042,Valle de Santiago,20.4954700,-101.3010200,11ETK0107N,"Calle Revolución, El Tambor, 38415 Valle de Santiago, GUA, México",38415
311,345,REDGTO-VDS-MO-00345,UVEG VDS - La Compañía,Escolar,10.0.102.52,192.102.52,NE-VDS-110420020-01,2024,10265,La Compañía,110420020,1042,Valle de Santiago,20.3771300,-101.1605000,11ETK0355V,"Calle Miguel Hidalgo, La Compañia, 38427 Valle de Santiago, GUA, México",38427
312,346,REDGTO-VDS-MO-00346,UVEG VDS - Santa Ana,Escolar,10.0.102.50,192.102.50,NE-VDS-110420117-01,2024,10350,Santa Ana,110420117,1042,Valle de Santiago,20.3689500,-101.1149400,11ETK0359R,"Carretera Cortazar-Valle de Santiago, La Bolsa, 38487 Valle de Santiago, GUA, México",38487
313,347,REDGTO-VDS-MO-00347,UVEG VDS - Sabino De Santa Rosa,Escolar,10.0.102.16,192.102.16,NE-VDS-110420089-01,2024,10325,Sabino de Santa Rosa,110420089,1042,Valle de Santiago,20.4154400,-101.1201900,11ETK0105P,"Calle Lázaro Cárdenas, Sabino De Santa Rosa, 38427 Valle de Santiago, GUA, México",38427
314,348,REDGTO-VDS-MO-00348,UVEG VDS - San Jeronimo de Araceo,Escolar,10.0.102.106,"192,102,106",NE-VDS-110420106-01,2024,10341,San Jerónimo de Araceo,110420106,1042,Valle de Santiago,20.3287268,-101.1814722,11ETK0314V,"Calle Pino Suárez, San Jeronimo Araceo, 38455 Valle de Santiago, GUA, México",38455
322,349,REDGTO-VLG-MO-00349,UVEG VLG - El Chinaco (El Pujido),Escolar,10.0.102.22,192.102.22,NE-VLG-110440015-01,"2,024",10726,El Chinaco (El Pujido),110440015,1044,Villagran,20.5225000,-100.9202800,11ETK0296W,"Calle Dalias 14, El Chinaco, 38294, GUA, México",38294
329,350,REDGTO-YUR-MO-00350,UVEG YUR- La Angostura,Escolar,10.0.102.46,192.102.46,NE-YUR-110460003-01,2024,10972,La Angostura,110460003,1046,Yuriria,20.2795800,-101.1047800,11ETK0300S,"Calle S/Nom, La Angostura, 38955, GUA, México",38955
113,351,REDGTO-IRA-MO-00351,Escuela José M. Morelos y Pavón,Escolar,10.0.80.56,192.80.56,NE-IRA-110170105-01,2024,4037,Colonia Morelos de Guadalupe de Rivera,110170105,1017,Irapuato,20.5968600,-101.4473300,11DPR11930,"Calle Central, Morelos De Guadalupe De Rivera (Morelos De Rivera), 36835 Irapuato, GUA, México",36835
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
